channel,activation_variance_clean,activation_variance_clean_iqr,activation_variance_light,activation_variance_light_iqr,active_ratio_clean,active_ratio_clean_iqr,active_ratio_light,active_ratio_light_iqr,gradient_energy_clean,gradient_energy_clean_iqr,gradient_energy_light,gradient_energy_light_iqr,orientation_coherence_clean,orientation_coherence_clean_iqr,orientation_coherence_light,orientation_coherence_light_iqr,dominant_angle_clean,dominant_angle_clean_iqr,dominant_angle_light,dominant_angle_light_iqr,spectral_centroid_clean,spectral_centroid_clean_iqr,spectral_centroid_light,spectral_centroid_light_iqr,cross_light_ncc,cross_light_ncc_iqr,relative_mad,relative_mad_iqr,mean_shift_absolute,mean_shift_absolute_iqr,mean_shift_relative,mean_shift_relative_iqr,gradient_retention,gradient_retention_iqr,spatial_entropy_clean,spatial_entropy_clean_iqr,component_count_clean,component_count_clean_iqr,component_scale_clean,component_scale_clean_iqr,spatial_entropy_light,spatial_entropy_light_iqr,component_count_light,component_count_light_iqr,component_scale_light,component_scale_light_iqr,gradient_energy,orientation_coherence,spectral_centroid,density_label,structure_label,illumination_label,colour_label,frequency_label,soft_label,dead_variance_max_condition,dead_gradient_max_condition,dead_base_rule,dead_bootstrap_stability,confirmed_dead_candidate,manual_review_status
10,0.06360096600689835,0.013970626912246584,0.053124322847966546,0.023263941911820046,0.325625,0.051718749999999925,0.3070833333333334,0.11234375000000002,0.06098447977051533,0.019334179580480892,0.05524232586610864,0.02199858554881349,0.06171973313210262,0.035760007363676224,0.06117684774986615,0.03977474615881096,110.56040305111807,35.759540772936845,109.3607252104176,36.45922512672004,0.39793907827317654,0.0236483960088405,0.4034890342088713,0.017705055642624867,0.9060306893335508,0.21685073104066,0.413488375845616,0.5211741689974272,-0.012188223881427498,0.04124989542974769,-0.11013423348596182,0.387363701205239,0.8915536991429693,0.3051872685408137,0.8253295082386463,0.025715838897708343,48.5,11.0,0.0006458981795887568,8.879708300487104e-05,0.8131366167897112,0.042750657283279425,45.5,19.5,0.0006334516565246788,9.163479820240255e-05,0.05811340281831198,0.061448290440984384,0.4007140562410239,Moderate-region,Texture/high-frequency,Sensitive,N/A,High-frequency,Moderate-region + Texture/high-frequency + High-frequency + Sensitive,0.06360096600689835,0.06098447977051533,False,0.0,False,not_required
11,0.03490672353101597,0.014576887199585054,0.03168764653025105,0.013154743282397977,0.37885416666666666,0.050937500000000024,0.354375,0.10755208333333333,0.02927148959006168,0.010740630515587227,0.028183539992722426,0.0106232087084837,0.1316000689831588,0.054719769802462834,0.12119835292751331,0.0767132905811673,159.8203470281535,15.49068474961004,160.53285942535626,24.94263790795435,0.32351444795378526,0.03930743254828367,0.3179623166669295,0.03406218128873889,0.9071271694776366,0.354167940301892,0.41248430566102673,0.5980525349415469,-0.0036489266520888936,0.03204507274246282,-0.04271282471172073,0.3302388762829323,0.9405629927309775,0.2535513524445381,0.838037265959329,0.01891703563324998,42.0,13.75,0.0010286458333333332,0.0003458333333333334,0.828740310890141,0.03917294907700908,38.5,14.25,0.0010416666666666667,0.00026285727896341446,0.02872751479139205,0.12639921095533604,0.32073838231035734,Moderate-region,Mixed/isotropic,Sensitive,N/A,Mid-frequency,Moderate-region + Mixed/isotropic + Mid-frequency + Sensitive,0.03651074183446742,0.029749762031195344,False,0.0,False,not_required
12,0.02924861885246639,0.009697798726096406,0.023618937378241972,0.011366556021655965,0.27729166666666666,0.03651041666666671,0.2601041666666667,0.09119791666666668,0.0292000115118496,0.009116899576614393,0.025032978920056882,0.010739798099338598,0.09724423389252622,0.048972320069585754,0.09187833672288682,0.06852470306893856,97.43573822843268,21.198727683687807,95.97593224354101,14.221538673132969,0.4109962218887211,0.019926637732324837,0.4129855962446116,0.01707213000873331,0.8179211907544357,0.37650479538741555,0.6591663688589378,0.6291669944753384,-0.002593124914568156,0.018851225427411383,-0.0455492743437237,0.28332410648472717,0.9315302913640687,0.280152117365596,0.7931733296728827,0.01680659473321311,35.0,7.0,0.0006728270609318997,7.796252970885317e-05,0.7860296405321867,0.04718572722852821,31.5,12.25,0.0006397332506203474,0.00013958565589000378,0.02711649521595324,0.09456128530770652,0.41199090906666636,Moderate-region,Texture/high-frequency,Sensitive,N/A,High-frequency,Moderate-region + Texture/high-frequency + High-frequency + Sensitive,0.029908154315307557,0.03014249921450954,False,0.0,False,not_required
13,0.06423754067395564,0.02001979663422295,0.059192501285825344,0.024411114385686647,0.605625,0.08963541666666675,0.6153125,0.09723958333333338,0.05648559981407207,0.018745069022134568,0.05171019136399301,0.022191452732707208,0.07512338816960555,0.03707043018086344,0.09081962877217492,0.028267945950577855,130.89130605628924,147.08702718626267,149.32475733632276,153.8930033543879,0.3595358606497997,0.018809139653028162,0.36074774426992207,0.017647892143046406,0.9123294044162131,0.28462553677425684,0.3234640927487095,0.47406008648356246,-0.00400898961928306,0.0182225865334298,-0.02243347839368775,0.09245947024780596,0.9413022726840433,0.23107093673655443,0.9016537695193094,0.023530379004973456,79.0,11.5,0.0008013296726959518,0.00013061521103873938,0.9047618304845471,0.02089394618487439,73.5,13.75,0.000830799774056353,9.719576512714307e-05,0.05409789558903254,0.08297150847089024,0.3601418024598609,Dense-global,Mixed/isotropic,Intermediate,N/A,Mid-frequency,Dense-global + Mixed/isotropic + Mid-frequency + Intermediate,0.06435369348085626,0.05717846462562724,False,0.0,False,not_required
14,0.07965216984116177,0.015034028054524973,0.07669670600669096,0.022087488055170842,0.6191666666666666,0.059374999999999956,0.6123958333333334,0.14369791666666676,0.07261047654562876,0.014564075187889491,0.07187110421701562,0.02002563562381067,0.06019438003099416,0.06138346760659369,0.052864125817571384,0.04360262202303976,82.96253906040127,65.25906210169043,85.49791182794473,79.69970726591451,0.3412755183692527,0.02121589590553502,0.3443014233648143,0.027624292465549094,0.9253182958922561,0.24046388484293024,0.27764868976425555,0.3390617662779164,0.0,0.022380218139802927,0.0,0.09720688386266453,0.9816276853246498,0.15167780006594322,0.9146104048473296,0.015573019169281554,76.5,12.0,0.0010458333333333333,0.00013845901065482756,0.9113721054684633,0.03683977571881325,76.0,9.25,0.0010057256932256933,0.00020228180311249937,0.0722407903813222,0.05652925292428277,0.34278847086703346,Dense-global,Mixed/isotropic,Intermediate,N/A,Mid-frequency,Dense-global + Mixed/isotropic + Mid-frequency + Intermediate,0.08155922612362215,0.07432847383078123,False,0.0,False,not_required
15,0.10769064024848579,0.02328295321174967,0.10584697892073032,0.038612299159798025,0.5376041666666667,0.04385416666666675,0.5263541666666667,0.11697916666666675,0.09841829165403523,0.025603297341792064,0.09582069050766642,0.03734883515096443,0.10927149256941135,0.06475481809382246,0.11188827060706538,0.08409177133923018,110.4227821416502,47.312984583287005,100.75293722879537,41.15500253527017,0.3486308000741851,0.05863412592467482,0.3452230026396603,0.05947033821355002,0.9425368922739993,0.22445246645119,0.2954918300086623,0.4337304207533688,-0.003776531931049862,0.07557921055990088,-0.016611470885871275,0.32711492403547,0.9975039365464227,0.2944497180574459,0.8844878777734335,0.013291337678814186,62.5,15.0,0.0011748633879781422,0.00034600007772746786,0.8785095874470665,0.02659485080693047,61.0,22.75,0.0011228928240024744,0.0003476134183114034,0.09711949108085083,0.11057988158823837,0.3469269013569227,Dense-global,Mixed/isotropic,Stable,N/A,Mid-frequency,Dense-global + Mixed/isotropic + Mid-frequency + Stable,0.11029560577946229,0.09909413884705884,False,0.0,False,not_required
16,0.07247206502874508,0.019053357207313742,0.06480194731541539,0.02275287116220582,0.4003125,0.03250000000000003,0.3720833333333333,0.08161458333333332,0.057810468603811685,0.015069183863385183,0.054824759216972344,0.019838093553385526,0.12181907482034432,0.07860816810340526,0.1458618995109065,0.09679481988455796,145.86033186149703,19.122338965487046,145.86033186149703,26.445468385743737,0.2989543152424037,0.02526216941936621,0.2908034840647424,0.02144622450119482,0.9541861928105932,0.192361945831389,0.29166154380899695,0.4932685750915866,-0.007852434602658234,0.03182443518895602,-0.06972767345652614,0.21582525914809694,0.9687847216140052,0.2876238376471272,0.8424828453301648,0.012340516492947873,39.5,9.75,0.0012294842479674798,0.00024294909661701745,0.8351291474272422,0.030534440226612114,38.5,11.75,0.0011678259683578832,0.00016236084623066894,0.056317613910392014,0.1338404871656254,0.29487889965357306,Moderate-region,Region-blob,Stable,N/A,Low-frequency,Moderate-region + Region-blob + Low-frequency + Stable,0.07247206502874508,0.057810468603811685,False,0.0,False,not_required
17,0.047492006713109575,0.01407860482111832,0.04261010742438684,0.018052106074746617,0.47791666666666666,0.046145833333333275,0.4630208333333333,0.10755208333333327,0.03722403346341683,0.010519279624821368,0.03331967120766091,0.014547638457812505,0.16100819500314797,0.09375527723133957,0.16219284902911774,0.07846501098702874,27.937959802703958,18.379449309540302,27.291535922228462,11.768218551845472,0.2808407262778013,0.04159558780293854,0.27807348740343296,0.036175758227314114,0.9049106691317916,0.30405319346677595,0.401373446505805,0.601780734633327,-0.006008334007683892,0.018109846576158474,-0.04672659325368701,0.17821597848839527,0.937763757150069,0.18558855428439214,0.8622153859188728,0.017887293535484683,42.0,13.5,0.0013750229821658392,0.0003765167124542123,0.8597389419997541,0.034078181947555075,44.5,13.0,0.0012684413890004017,0.00031639634356322977,0.03527185233553887,0.16160052201613284,0.27945710684061714,Moderate-region,Region-blob,Sensitive,N/A,Low-frequency,Moderate-region + Region-blob + Low-frequency + Sensitive,0.047492006713109575,0.03722403346341683,False,0.0,False,not_required
18,0.0840448389692862,0.0410519767970864,0.07812813339100193,0.06000592891744085,0.4604166666666667,0.08151041666666664,0.4280208333333333,0.11895833333333333,0.06375638976672073,0.034114154210024394,0.06111777093066398,0.04682373571064184,0.0618447709520102,0.06579484627654406,0.05465145315550515,0.043762308857536084,69.15199395997368,63.36801247519948,67.65238259841684,68.1313827197477,0.28007044980904966,0.0230072334455928,0.283586593307136,0.02305005016999173,0.959223172767455,0.17433490125927253,0.24565981215175112,0.4107206320009219,-0.004312505926295285,0.03244845474307254,-0.021366327688567714,0.24035265639839026,0.950148331542241,0.34018426567214877,0.8639552962967603,0.028635860390793022,57.5,13.75,0.0011495535714285713,0.00011485123857374324,0.8601540535094014,0.040549594310212767,56.5,16.25,0.0011118871665465034,0.00019885334199850344,0.06243708034869235,0.05824811205375768,0.2818285215580928,Moderate-region,Mixed/isotropic,Stable,N/A,Low-frequency,Moderate-region + Mixed/isotropic + Low-frequency + Stable,0.08510257039619631,0.06495916546910302,False,0.0,False,not_required
19,0.06016965665523086,0.009004385219364155,0.05743562045225685,0.00922755003360469,0.5739583333333333,0.08718749999999997,0.599375,0.10583333333333333,0.04948860472582314,0.00791802652999709,0.0473648013151885,0.012198721325218528,0.13645302379105886,0.06863526410947604,0.14087576008096792,0.07784366803047126,102.85194967933074,24.286984891576978,97.27844440582466,16.59707044868776,0.3111426348456027,0.03286485196032829,0.3005900163373082,0.0494489594692607,0.9117900693088404,0.2745880454470184,0.31091486453364586,0.5201563292835133,0.0007868373872058076,0.028850258233316627,0.004759738041153938,0.18201879682978275,0.9948349496012485,0.11034652318642924,0.8996720405762364,0.02615850751745552,62.0,8.5,0.001065978975641382,0.00016231042335455794,0.9062214215385336,0.03044332957906626,59.0,8.75,0.0010322876756066412,0.00021464171985874185,0.04842670302050582,0.13866439193601338,0.30586632559145543,Dense-global,Mixed/isotropic,Intermediate,N/A,Mid-frequency,Dense-global + Mixed/isotropic + Mid-frequency + Intermediate,0.060251395072868474,0.04948860472582314,False,0.0,False,not_required
20,0.013294444445041511,0.006512882613586573,0.012743132703524854,0.007363836925337172,0.13510416666666666,0.02604166666666667,0.11916666666666667,0.036718749999999994,0.014481022965653748,0.007856603545422709,0.01379061614248697,0.009258251603162525,0.047716587664526106,0.031744554945695065,0.05590806681913346,0.035283120021049275,39.95192757920779,51.863891998862826,45.12320614340076,52.13248288193891,0.48311271339668765,0.025447647078769786,0.48780985608232474,0.033294411512170385,0.8113137177752834,0.36351823935829075,0.7361833685456554,0.6966625550241992,0.0,0.008706417927040203,0.0,0.3442159772752168,0.9999999999139186,0.4405817778990424,0.6920424096474238,0.026653912615575925,9.0,3.75,0.0004811507936507937,7.237554112554114e-05,0.6773704512829224,0.033042933121114615,7.5,4.5,0.000486492673992674,9.571345899470898e-05,0.01413581955407036,0.051812327241829784,0.4854612847395062,Moderate-region,Texture/high-frequency,Sensitive,N/A,High-frequency,Moderate-region + Texture/high-frequency + High-frequency + Sensitive,0.014333789530948545,0.015758769735717208,False,0.0,False,not_required
21,0.11129957182989988,0.031273945063538006,0.10558615378488284,0.03615705343750082,0.3857291666666667,0.016927083333333315,0.3744791666666667,0.061145833333333344,0.10726351645383041,0.03220571637689307,0.10177967787168227,0.03781817628449459,0.048594852275597795,0.03052886247085334,0.04920647494953024,0.025443314597914095,76.98859537117063,78.1121278736118,91.56494178614406,77.99465063370621,0.3490900588800585,0.018550293302170118,0.34781082055054074,0.027983248583796638,0.9427441317715126,0.17025995574721353,0.3297162935762541,0.4477922854192321,-0.001649586631003036,0.02466773993100237,-0.01087572331781416,0.16810469525476227,0.9913041930662092,0.15511727563367217,0.8368207896794189,0.010025396426373678,55.0,10.5,0.0007870640950711085,8.049300740520552e-05,0.8299002358929519,0.018520830690952783,51.5,15.5,0.0007789003759398497,6.184535961277168e-05,0.10452159716275633,0.04890066361256402,0.34845043971529965,Moderate-region,Mixed/isotropic,Intermediate,N/A,Mid-frequency,Moderate-region + Mixed/isotropic + Mid-frequency + Intermediate,0.11255853277929133,0.10726351645383041,False,0.0,False,not_required
22,0.025064903115892725,0.017970317210050747,0.02214258163168137,0.021250349339033726,0.19437500000000002,0.08796874999999998,0.17197916666666668,0.09541666666666668,0.021919199870834245,0.014680864568157214,0.020130182936476098,0.017158091282224768,0.04499868367089224,0.06822142576309273,0.057388360809292494,0.06182783291599942,68.63721542373152,110.20647846252429,34.27802878969841,135.48983901175438,0.3410511417778242,0.02253440062751938,0.3423238128597913,0.029417247969675264,0.9181168464156264,0.325936178663945,0.4215268107137436,0.6790599947830338,-0.0010470410612170716,0.006817642092112994,-0.011595446356779423,0.19655158066115344,0.9746362321254218,0.178511389221787,0.7635537309848566,0.05606306463321675,30.0,11.5,0.0007460768398268398,0.00011454604752458169,0.7499334503155521,0.06936796879972207,29.5,16.25,0.0007068713450292397,0.000164131829994929,0.02102469140365517,0.05119352224009237,0.3416874773188078,Moderate-region,Mixed/isotropic,Sensitive,N/A,Mid-frequency,Moderate-region + Mixed/isotropic + Mid-frequency + Sensitive,0.025064903115892725,0.021919199870834245,False,0.0,False,not_required
23,0.1266929248936068,0.03504447676842981,0.1233364495031876,0.04521944826313547,0.36416666666666664,0.04999999999999999,0.353125,0.04677083333333332,0.11417125121561635,0.040191545373232884,0.11063839116363776,0.04638140280726781,0.0885240214068541,0.04669578360603813,0.0863169368651459,0.056167693999910506,59.161956349420166,15.085890331967391,59.08681134293152,15.041058563216197,0.3318919427123531,0.03828696032732415,0.33136453224691187,0.0379418156978889,0.9489624871363495,0.19766038172485267,0.32479880022446955,0.504197854750822,-0.0032255022075014517,0.016059044784379167,-0.020043571307453642,0.12101596693570152,0.9999999999894085,0.12489506617036594,0.824900339389485,0.0157630071029764,49.5,11.0,0.0008094618055555556,0.00010404288821972384,0.8159780281559827,0.02351520677421992,47.0,12.25,0.000794739851343625,0.00010657535643179014,0.11240482118962705,0.087420479136,0.3316282374796325,Moderate-region,Mixed/isotropic,Intermediate,N/A,Mid-frequency,Moderate-region + Mixed/isotropic + Mid-frequency + Intermediate,0.12700633518450966,0.11491090298141296,False,0.0,False,not_required
24,0.06168231460548988,0.01580941915157902,0.05882501840777901,0.018000163548668374,0.3721875,0.08645833333333336,0.3411458333333333,0.08697916666666666,0.05832197101724964,0.013524659975889072,0.05517189981113806,0.013734006237404325,0.08117866095679856,0.05601475439858107,0.07688381710454853,0.056389872616570524,59.37525023556449,72.38125510588395,60.2013466137427,57.78052456022682,0.32519117443071816,0.02968637172874128,0.3190474653526827,0.02604213825550389,0.9017886434326289,0.3486798192942886,0.38495803598070166,0.6108690623060333,-0.005507435442802189,0.023998655969456505,-0.03454576271878278,0.20311754347555952,0.9818053580063638,0.16216854038991502,0.8431646994333274,0.028353916679565327,63.5,16.0,0.0007781084656084656,8.419651762773173e-05,0.832264355051477,0.03363862113150451,56.0,18.25,0.0008049708911777877,0.00010840709389816532,0.05674693541419385,0.07903123903067355,0.3221193198917004,Moderate-region,Mixed/isotropic,Intermediate,N/A,Mid-frequency,Moderate-region + Mixed/isotropic + Mid-frequency + Intermediate,0.06642703266223937,0.05900422789095722,False,0.0,False,not_required
