sample_id,timestamp,selection_source,phase,event_rank,layer,condition,channel,minimum,maximum,mean,std,active_ratio
1,1305031453.359684,uniform,,,conv1,clean,17,0.0,0.38323974609375,0.049295984172344924,0.0792320177072973,0.331171875
1,1305031453.359684,uniform,,,conv1,clean,18,0.0,0.6638919711112976,0.07651808836425306,0.12139885577634635,0.34727864583333334
1,1305031453.359684,uniform,,,conv1,clean,19,0.0,2.2031137943267822,0.4931420516537539,0.3689523829423067,0.9738020833333333
1,1305031453.359684,uniform,,,conv1,clean,20,0.0,1.8224881887435913,0.26054559120193255,0.20859843501711156,0.9656119791666666
1,1305031453.359684,uniform,,,conv1,clean,21,0.0,1.4999920129776,0.676613037502522,0.4050558897299127,0.9941536458333333
1,1305031453.359684,uniform,,,conv1,clean,22,0.0,1.8892149925231934,0.4065938889737591,0.3149811713378664,0.9799348958333334
1,1305031453.359684,uniform,,,conv1,clean,23,0.0,1.7887065410614014,0.2896831836235333,0.20433746303189151,0.9784244791666666
1,1305031453.359684,uniform,,,conv1,clean,24,0.0,1.7335411310195923,0.19759627304031335,0.09797314779008756,0.9764713541666666
1,1305031453.359684,uniform,,,conv1,clean,25,0.0,2.1679630279541016,0.23912398764834095,0.1959690811149703,0.9297135416666666
1,1305031453.359684,uniform,,,conv1,clean,26,0.0,2.5166285037994385,0.19452263767537942,0.21144480622717438,0.8828645833333333
1,1305031453.359684,uniform,,,conv1,clean,27,0.0,0.7662460803985596,0.13741131857847866,0.0977744649922173,0.8705208333333333
1,1305031453.359684,uniform,,,conv1,clean,28,0.0,1.5781824588775635,0.4850749393076952,0.11639699703193886,0.9998177083333334
1,1305031453.359684,uniform,,,conv1,clean,29,0.0,1.2625195980072021,0.15092628766842656,0.21271516461141735,0.38471354166666666
1,1305031453.359684,uniform,,,conv1,clean,30,0.0,2.8698415756225586,0.2023028815662362,0.1800579214793305,0.9425260416666666
1,1305031453.359684,uniform,,,conv1,clean,31,0.0,1.6630821228027344,0.392752082468596,0.232422490626705,0.9808984375
1,1305031453.359684,uniform,,,conv1,clean,32,0.0,0.9568727612495422,0.38653338800016673,0.15439952321036884,0.9914583333333333
1,1305031453.359684,uniform,,,conv1,clean,33,0.0,1.5096231698989868,0.3749100201972302,0.19605033698856364,0.9917708333333334
1,1305031453.359684,uniform,,,conv1,clean,34,0.0,0.6129687428474426,0.1460230738263543,0.16765852358402278,0.5209635416666667
1,1305031453.359684,uniform,,,conv1,clean,35,0.0,0.5661680698394775,0.12055655464109871,0.17900015958760576,0.3422395833333333
1,1305031453.359684,uniform,,,conv1,clean,36,0.0,0.0,0.0,0.0,0.0
1,1305031453.359684,uniform,,,conv1,clean,37,0.0,0.8036574721336365,0.43718746862471564,0.2539406039670735,0.9998697916666667
1,1305031453.359684,uniform,,,conv1,clean,38,0.0,0.0,0.0,0.0,0.0
1,1305031453.359684,uniform,,,conv1,clean,39,0.0,1.5878009796142578,0.24652837575871406,0.09828537689309597,0.9839453125
1,1305031453.359684,uniform,,,conv1,clean,40,0.0,0.8230019807815552,0.2441074119062542,0.05353354460858936,0.9962369791666666
1,1305031453.359684,uniform,,,conv1,clean,41,0.0,0.9134260416030884,0.3563345431775559,0.15361918315541076,0.9967057291666667
1,1305031453.359684,uniform,,,conv1,clean,42,0.0,2.6098294258117676,0.37356174327681174,0.2600630491109343,0.9727213541666667
1,1305031453.359684,uniform,,,conv1,clean,43,0.0,2.1463589668273926,0.34816580013439963,0.2214031534963675,0.9720442708333333
1,1305031453.359684,uniform,,,conv1,clean,44,0.0,1.9645750522613525,0.3131608947351227,0.20995274515458182,0.9817838541666667
1,1305031453.359684,uniform,,,conv1,clean,45,0.16852670907974243,1.234744668006897,0.6014034596508524,0.29826274836984423,1.0
1,1305031453.359684,uniform,,,conv1,clean,46,0.0,1.2253926992416382,0.5065776263288913,0.32348076001237264,0.9916796875
1,1305031453.359684,uniform,,,conv1,clean,47,0.0,1.8703062534332275,0.40797194173632595,0.2358141634056807,0.9872135416666666
1,1305031453.359684,uniform,,,conv1,clean,48,0.0,0.0,0.0,0.0,0.0
1,1305031453.359684,uniform,,,conv1,clean,49,0.0,2.937918186187744,0.23467580371604793,0.18628624400284585,0.952734375
1,1305031453.359684,uniform,,,conv1,clean,50,0.0,1.4337971210479736,0.30218538103818976,0.08154745771683383,0.99671875
1,1305031453.359684,uniform,,,conv1,clean,51,0.0,2.327425003051758,0.5308941841421541,0.33884678334377355,0.9923567708333333
1,1305031453.359684,uniform,,,conv1,clean,52,0.0,1.7671856880187988,0.23553705585835683,0.09769759406864416,0.9642838541666666
1,1305031453.359684,uniform,,,conv1,clean,53,0.0,1.2865110635757446,0.38230007057395143,0.1872165454216167,0.9941145833333334
1,1305031453.359684,uniform,,,conv1,clean,54,0.0,0.3328232169151306,0.033438738231098296,0.058316160532361744,0.27220052083333335
1,1305031453.359684,uniform,,,conv1,clean,55,0.0,1.094565510749817,0.32050849053824093,0.2050988337512081,0.996875
1,1305031453.359684,uniform,,,conv1,clean,56,0.0,2.3016295433044434,0.17176853483388171,0.16444268760689204,0.9183463541666667
1,1305031453.359684,uniform,,,conv1,clean,57,0.0,2.063474655151367,0.3197853307333417,0.25111921154570216,0.9420833333333334
1,1305031453.359684,uniform,,,conv1,clean,58,0.0,1.1084930896759033,0.1174128534716121,0.1875312167440785,0.31776041666666666
1,1305031453.359684,uniform,,,conv1,clean,59,0.0,1.1625721454620361,0.21632391371118634,0.04994155287553195,0.995390625
1,1305031453.359684,uniform,,,conv1,clean,60,0.0,2.665004014968872,0.4915335422649116,0.32577150121190457,0.9855208333333333
1,1305031453.359684,uniform,,,conv1,clean,61,0.045060791075229645,1.1468534469604492,0.6748772716652214,0.3834269838915502,1.0
1,1305031453.359684,uniform,,,conv1,clean,62,0.0,0.5462465882301331,0.08977870062669685,0.14448007726711104,0.29977864583333336
1,1305031453.359684,uniform,,,conv1,clean,63,0.0,2.8583498001098633,0.22631480851286184,0.16448885882900083,0.9493619791666666
1,1305031453.359684,uniform,,,conv1,light,0,0.0,2.2335166931152344,0.2582535168490818,0.13312955557128395,0.9729817708333334
1,1305031453.359684,uniform,,,conv1,light,1,0.0,2.5903940200805664,0.2392199100991158,0.23773619393563966,0.9286979166666667
1,1305031453.359684,uniform,,,conv1,light,2,0.0,0.0,0.0,0.0,0.0
1,1305031453.359684,uniform,,,conv1,light,3,0.0,0.5619441866874695,0.050784891678778005,0.09278081116752582,0.2585807291666667
1,1305031453.359684,uniform,,,conv1,light,4,0.0,0.0,0.0,0.0,0.0
1,1305031453.359684,uniform,,,conv1,light,5,0.0,1.4672225713729858,0.17103582200797102,0.09841305730246491,0.9551171875
1,1305031453.359684,uniform,,,conv1,light,6,0.0,1.8312691450119019,0.6913513687064794,0.15017759557416918,0.9992838541666667
1,1305031453.359684,uniform,,,conv1,light,7,0.0,0.0,0.0,0.0,0.0
1,1305031453.359684,uniform,,,conv1,light,8,0.0,2.0566623210906982,0.2893813860854531,0.07964682277367892,0.9959765625
1,1305031453.359684,uniform,,,conv1,light,9,0.0,0.0,0.0,0.0,0.0
1,1305031453.359684,uniform,,,conv1,light,10,0.0,3.298480987548828,0.4264749892944851,0.3005560646345822,0.9587630208333333
1,1305031453.359684,uniform,,,conv1,light,11,0.0,2.365464687347412,0.3629282546301716,0.21313745441357626,0.9720572916666667
1,1305031453.359684,uniform,,,conv1,light,12,0.0,0.8568251729011536,0.08324462596139029,0.13170586367396847,0.3158463541666667
1,1305031453.359684,uniform,,,conv1,light,13,0.0,0.0,0.0,0.0,0.0
1,1305031453.359684,uniform,,,conv1,light,14,0.0,1.5119507312774658,0.13263753217930746,0.1348449035791611,0.89953125
1,1305031453.359684,uniform,,,conv1,light,15,0.0,3.642232894897461,0.27458652690202845,0.1948355869503546,0.9375260416666666
1,1305031453.359684,uniform,,,conv1,light,16,0.018346654251217842,0.9834202527999878,0.5166723212584959,0.2755785624063241,1.0
1,1305031453.359684,uniform,,,conv1,light,17,0.0,0.38323974609375,0.049295984172344924,0.0792320177072973,0.331171875
1,1305031453.359684,uniform,,,conv1,light,18,0.0,0.6638919711112976,0.07651808836425306,0.12139885577634635,0.34727864583333334
1,1305031453.359684,uniform,,,conv1,light,19,0.0,2.2031137943267822,0.4931420516537539,0.3689523829423067,0.9738020833333333
1,1305031453.359684,uniform,,,conv1,light,20,0.0,1.8224881887435913,0.26054559120193255,0.20859843501711156,0.9656119791666666
1,1305031453.359684,uniform,,,conv1,light,21,0.0,1.4999920129776,0.676613037502522,0.4050558897299127,0.9941536458333333
1,1305031453.359684,uniform,,,conv1,light,22,0.0,1.8892149925231934,0.4065938889737591,0.3149811713378664,0.9799348958333334
1,1305031453.359684,uniform,,,conv1,light,23,0.0,1.7887065410614014,0.2896831836235333,0.20433746303189151,0.9784244791666666
1,1305031453.359684,uniform,,,conv1,light,24,0.0,1.7335411310195923,0.19759627304031335,0.09797314779008756,0.9764713541666666
1,1305031453.359684,uniform,,,conv1,light,25,0.0,2.1679630279541016,0.23912398764834095,0.1959690811149703,0.9297135416666666
1,1305031453.359684,uniform,,,conv1,light,26,0.0,2.5166285037994385,0.19452263767537942,0.21144480622717438,0.8828645833333333
1,1305031453.359684,uniform,,,conv1,light,27,0.0,0.7662460803985596,0.13741131857847866,0.0977744649922173,0.8705208333333333
1,1305031453.359684,uniform,,,conv1,light,28,0.0,1.5781824588775635,0.4850749393076952,0.11639699703193886,0.9998177083333334
1,1305031453.359684,uniform,,,conv1,light,29,0.0,1.2625195980072021,0.15092628766842656,0.21271516461141735,0.38471354166666666
1,1305031453.359684,uniform,,,conv1,light,30,0.0,2.8698415756225586,0.2023028815662362,0.1800579214793305,0.9425260416666666
1,1305031453.359684,uniform,,,conv1,light,31,0.0,1.6630821228027344,0.392752082468596,0.232422490626705,0.9808984375
1,1305031453.359684,uniform,,,conv1,light,32,0.0,0.9568727612495422,0.38653338800016673,0.15439952321036884,0.9914583333333333
1,1305031453.359684,uniform,,,conv1,light,33,0.0,1.5096231698989868,0.3749100201972302,0.19605033698856364,0.9917708333333334
1,1305031453.359684,uniform,,,conv1,light,34,0.0,0.6129687428474426,0.1460230738263543,0.16765852358402278,0.5209635416666667
1,1305031453.359684,uniform,,,conv1,light,35,0.0,0.5661680698394775,0.12055655464109871,0.17900015958760576,0.3422395833333333
1,1305031453.359684,uniform,,,conv1,light,36,0.0,0.0,0.0,0.0,0.0
1,1305031453.359684,uniform,,,conv1,light,37,0.0,0.8036574721336365,0.43718746862471564,0.2539406039670735,0.9998697916666667
1,1305031453.359684,uniform,,,conv1,light,38,0.0,0.0,0.0,0.0,0.0
1,1305031453.359684,uniform,,,conv1,light,39,0.0,1.5878009796142578,0.24652837575871406,0.09828537689309597,0.9839453125
1,1305031453.359684,uniform,,,conv1,light,40,0.0,0.8230019807815552,0.2441074119062542,0.05353354460858936,0.9962369791666666
1,1305031453.359684,uniform,,,conv1,light,41,0.0,0.9134260416030884,0.3563345431775559,0.15361918315541076,0.9967057291666667
1,1305031453.359684,uniform,,,conv1,light,42,0.0,2.6098294258117676,0.37356174327681174,0.2600630491109343,0.9727213541666667
1,1305031453.359684,uniform,,,conv1,light,43,0.0,2.1463589668273926,0.34816580013439963,0.2214031534963675,0.9720442708333333
1,1305031453.359684,uniform,,,conv1,light,44,0.0,1.9645750522613525,0.3131608947351227,0.20995274515458182,0.9817838541666667
1,1305031453.359684,uniform,,,conv1,light,45,0.16852670907974243,1.234744668006897,0.6014034596508524,0.29826274836984423,1.0
1,1305031453.359684,uniform,,,conv1,light,46,0.0,1.2253926992416382,0.5065776263288913,0.32348076001237264,0.9916796875
1,1305031453.359684,uniform,,,conv1,light,47,0.0,1.8703062534332275,0.40797194173632595,0.2358141634056807,0.9872135416666666
1,1305031453.359684,uniform,,,conv1,light,48,0.0,0.0,0.0,0.0,0.0
1,1305031453.359684,uniform,,,conv1,light,49,0.0,2.937918186187744,0.23467580371604793,0.18628624400284585,0.952734375
1,1305031453.359684,uniform,,,conv1,light,50,0.0,1.4337971210479736,0.30218538103818976,0.08154745771683383,0.99671875
1,1305031453.359684,uniform,,,conv1,light,51,0.0,2.327425003051758,0.5308941841421541,0.33884678334377355,0.9923567708333333
1,1305031453.359684,uniform,,,conv1,light,52,0.0,1.7671856880187988,0.23553705585835683,0.09769759406864416,0.9642838541666666
1,1305031453.359684,uniform,,,conv1,light,53,0.0,1.2865110635757446,0.38230007057395143,0.1872165454216167,0.9941145833333334
1,1305031453.359684,uniform,,,conv1,light,54,0.0,0.3328232169151306,0.033438738231098296,0.058316160532361744,0.27220052083333335
1,1305031453.359684,uniform,,,conv1,light,55,0.0,1.094565510749817,0.32050849053824093,0.2050988337512081,0.996875
1,1305031453.359684,uniform,,,conv1,light,56,0.0,2.3016295433044434,0.17176853483388171,0.16444268760689204,0.9183463541666667
1,1305031453.359684,uniform,,,conv1,light,57,0.0,2.063474655151367,0.3197853307333417,0.25111921154570216,0.9420833333333334
1,1305031453.359684,uniform,,,conv1,light,58,0.0,1.1084930896759033,0.1174128534716121,0.1875312167440785,0.31776041666666666
1,1305031453.359684,uniform,,,conv1,light,59,0.0,1.1625721454620361,0.21632391371118634,0.04994155287553195,0.995390625
1,1305031453.359684,uniform,,,conv1,light,60,0.0,2.665004014968872,0.4915335422649116,0.32577150121190457,0.9855208333333333
1,1305031453.359684,uniform,,,conv1,light,61,0.045060791075229645,1.1468534469604492,0.6748772716652214,0.3834269838915502,1.0
1,1305031453.359684,uniform,,,conv1,light,62,0.0,0.5462465882301331,0.08977870062669685,0.14448007726711104,0.29977864583333336
1,1305031453.359684,uniform,,,conv1,light,63,0.0,2.8583498001098633,0.22631480851286184,0.16448885882900083,0.9493619791666666
1,1305031453.359684,uniform,,,layer1,clean,0,0.0,2.1286935806274414,0.3619491618661171,0.21760539632711054,0.9793229166666667
1,1305031453.359684,uniform,,,layer1,clean,1,0.0,2.4798755645751953,0.41943726942176,0.3041866367276253,0.85015625
1,1305031453.359684,uniform,,,layer1,clean,2,0.0,2.1456456184387207,0.2121124509283183,0.3108339451331046,0.5850520833333334
1,1305031453.359684,uniform,,,layer1,clean,3,0.0,4.6073760986328125,0.30293440459502713,0.463983918239716,0.5946354166666666
1,1305031453.359684,uniform,,,layer1,clean,4,0.0,1.6609768867492676,0.8157590721379013,0.2909941940653789,0.9931770833333333
1,1305031453.359684,uniform,,,layer1,clean,5,0.0,3.24879789352417,0.18409913692535837,0.3014208098519414,0.50265625
1,1305031453.359684,uniform,,,layer1,clean,6,0.0,2.8536124229431152,0.38879669189453125,0.3350330730155885,0.8866145833333333
1,1305031453.359684,uniform,,,layer1,clean,7,0.0,2.9172282218933105,0.19436144009532352,0.3587176106144415,0.42770833333333336
1,1305031453.359684,uniform,,,layer1,clean,8,0.0,3.965378761291504,1.1039393905400843,0.38119871342770284,0.9878125
1,1305031453.359684,uniform,,,layer1,clean,9,0.0,2.262200355529785,0.07480014907447337,0.16494993835061256,0.3191145833333333
1,1305031453.359684,uniform,,,layer1,clean,10,0.0,3.8777034282684326,0.6195739723512815,0.349951716654361,0.9973958333333334
1,1305031453.359684,uniform,,,layer1,clean,11,0.0,3.950428009033203,0.7537292237007447,0.4491787494439206,0.94671875
1,1305031453.359684,uniform,,,layer1,clean,12,0.0,3.848848819732666,0.23086501356555952,0.3252650745615346,0.58921875
1,1305031453.359684,uniform,,,layer1,clean,13,0.0,1.9566748142242432,0.16018611209352682,0.27598803848754194,0.43552083333333336
1,1305031453.359684,uniform,,,layer1,clean,14,0.0,3.3971240520477295,0.2952025314682093,0.3709228546907429,0.7582291666666666
1,1305031453.359684,uniform,,,layer1,clean,15,0.0,3.617253303527832,0.25753169192296244,0.3745887304246361,0.6514583333333334
1,1305031453.359684,uniform,,,layer1,clean,16,0.0,2.034475326538086,0.3815693572400293,0.28804091535704013,0.8184895833333333
1,1305031453.359684,uniform,,,layer1,clean,17,0.0,3.4786505699157715,0.39565259431605077,0.41368325920201177,0.7116666666666667
1,1305031453.359684,uniform,,,layer1,clean,18,0.0,2.2146871089935303,0.32784017010971334,0.38056870973260926,0.5890104166666666
1,1305031453.359684,uniform,,,layer1,clean,19,0.0,3.788198232650757,0.3532372603104841,0.46880434061081133,0.72125
1,1305031453.359684,uniform,,,layer1,clean,20,0.0,4.4504852294921875,0.24821258244275063,0.45464596308153765,0.4767708333333333
1,1305031453.359684,uniform,,,layer1,clean,21,0.0,2.1011126041412354,0.8076120316489445,0.2741315334231964,0.9944270833333333
1,1305031453.359684,uniform,,,layer1,clean,22,0.0,3.0483322143554688,0.5261908526199962,0.4025895021590674,0.8273958333333333
1,1305031453.359684,uniform,,,layer1,clean,23,0.0,2.4879047870635986,0.4459457309881691,0.3512854186464259,0.8615104166666666
1,1305031453.359684,uniform,,,layer1,clean,24,0.0,0.9899314045906067,0.0640714138285451,0.10484549410984789,0.43140625
1,1305031453.359684,uniform,,,layer1,clean,25,0.0,2.49716854095459,0.6328642086471761,0.27420866652564235,0.9986979166666666
1,1305031453.359684,uniform,,,layer1,clean,26,0.0,3.868521213531494,0.408983605021837,0.3814553438160396,0.8238020833333334
1,1305031453.359684,uniform,,,layer1,clean,27,0.0,1.9304206371307373,0.41631749092569675,0.23758011413033095,0.9513020833333333
1,1305031453.359684,uniform,,,layer1,clean,28,0.0,3.152561664581299,0.3943633241215321,0.38348091444373333,0.78171875
1,1305031453.359684,uniform,,,layer1,clean,29,0.0,3.714597702026367,0.41981099630697144,0.44773918917974814,0.7535416666666667
1,1305031453.359684,uniform,,,layer1,clean,30,0.0,3.347236156463623,0.7061602664494422,0.407436648410078,0.9258854166666667
1,1305031453.359684,uniform,,,layer1,clean,31,0.0,2.483250617980957,0.38431515259081306,0.26779173466392453,0.9044270833333333
1,1305031453.359684,uniform,,,layer1,clean,32,0.0,2.9360575675964355,0.1819922118374234,0.2819409353036231,0.556875
1,1305031453.359684,uniform,,,layer1,clean,33,0.0,2.3051233291625977,0.05952756355448704,0.1290509826179791,0.36885416666666665
1,1305031453.359684,uniform,,,layer1,clean,34,0.0,1.7422479391098022,0.5608366413297622,0.28042552008756527,0.9528125
1,1305031453.359684,uniform,,,layer1,clean,35,0.0,1.7589869499206543,0.15330733136435204,0.17113091555539195,0.6825
1,1305031453.359684,uniform,,,layer1,clean,36,0.0,2.4875755310058594,0.5274037836408048,0.4159933064774759,0.79671875
1,1305031453.359684,uniform,,,layer1,clean,37,0.0,2.164656162261963,0.31851214712551157,0.26306840680774096,0.90890625
1,1305031453.359684,uniform,,,layer1,clean,38,0.0,3.5912134647369385,0.6627359612496184,0.4396452036124679,0.8847395833333334
1,1305031453.359684,uniform,,,layer1,clean,39,0.0,2.8730928897857666,0.7464377315772678,0.31792802069534765,0.9772916666666667
1,1305031453.359684,uniform,,,layer1,clean,40,0.0,2.899623155593872,0.40171273932837115,0.3585980940381399,0.7711458333333333
1,1305031453.359684,uniform,,,layer1,clean,41,0.0,1.2687174081802368,0.49485615433222846,0.17636146906955186,0.99453125
1,1305031453.359684,uniform,,,layer1,clean,42,0.0,3.211409091949463,0.8471622569630077,0.30702025117566534,0.99421875
1,1305031453.359684,uniform,,,layer1,clean,43,0.0,3.4436395168304443,0.6096361823225118,0.4120262562149965,0.8936458333333334
1,1305031453.359684,uniform,,,layer1,clean,44,0.0,2.2527925968170166,0.3265382107102838,0.23680719568386518,0.8459375
1,1305031453.359684,uniform,,,layer1,clean,45,0.0,1.3208353519439697,0.47450017205059947,0.1840889704359634,0.9846875
1,1305031453.359684,uniform,,,layer1,clean,46,0.0,3.4519333839416504,0.9396475777415132,0.3852209221529882,0.9686458333333333
1,1305031453.359684,uniform,,,layer1,clean,47,0.0,2.253079414367676,0.7257198715576669,0.21634589688886008,0.9978645833333334
1,1305031453.359684,uniform,,,layer1,clean,48,0.0,3.0570907592773438,0.4056304494680302,0.4012099708751754,0.7575520833333333
1,1305031453.359684,uniform,,,layer1,clean,49,0.0,3.825021266937256,0.6446279772482618,0.5156256198753666,0.7943229166666667
1,1305031453.359684,uniform,,,layer1,clean,50,0.0,3.7883944511413574,1.0625602028333256,0.4481306060456319,0.96734375
1,1305031453.359684,uniform,,,layer1,clean,51,0.0,3.994536876678467,0.7584044586325763,0.4182499301364088,0.9600520833333334
1,1305031453.359684,uniform,,,layer1,clean,52,0.0,4.077262878417969,0.2568798546565813,0.323621223890584,0.6540625
1,1305031453.359684,uniform,,,layer1,clean,53,0.0,1.392329454421997,0.34506611374681595,0.15500972998814835,0.9796354166666666
1,1305031453.359684,uniform,,,layer1,clean,54,0.0,3.410919427871704,0.32649705429897646,0.3959152986676025,0.6856770833333333
1,1305031453.359684,uniform,,,layer1,clean,55,0.0,1.5567065477371216,0.42142019476023657,0.22088153425888235,0.9530729166666667
1,1305031453.359684,uniform,,,layer1,clean,56,0.0,3.3070149421691895,0.23764160007344798,0.4047214387703391,0.5455729166666666
1,1305031453.359684,uniform,,,layer1,clean,57,0.0,3.356934070587158,0.29870959621610943,0.43574605729364907,0.7358854166666666
1,1305031453.359684,uniform,,,layer1,clean,58,0.0,2.9811432361602783,0.5340325916141734,0.4075143494976576,0.84125
1,1305031453.359684,uniform,,,layer1,clean,59,0.0,2.2702999114990234,0.6493703081823575,0.2747796513790598,0.9838541666666667
1,1305031453.359684,uniform,,,layer1,clean,60,0.0,3.5741426944732666,0.6658560774671302,0.333612838620644,0.9896875
1,1305031453.359684,uniform,,,layer1,clean,61,0.0,1.8994886875152588,1.0229098336659566,0.4432711235465314,0.9996875
1,1305031453.359684,uniform,,,layer1,clean,62,0.0,3.511294364929199,0.1298424545799828,0.2928027908817166,0.3503645833333333
1,1305031453.359684,uniform,,,layer1,clean,63,0.0,4.252135276794434,0.8301169395350492,0.46284165314649983,0.9461458333333334
1,1305031453.359684,uniform,,,layer1,light,0,0.0,2.1286935806274414,0.3619491618661171,0.21760539632711054,0.9793229166666667
1,1305031453.359684,uniform,,,layer1,light,1,0.0,2.4798755645751953,0.41943726942176,0.3041866367276253,0.85015625
1,1305031453.359684,uniform,,,layer1,light,2,0.0,2.1456456184387207,0.2121124509283183,0.3108339451331046,0.5850520833333334
1,1305031453.359684,uniform,,,layer1,light,3,0.0,4.6073760986328125,0.30293440459502713,0.463983918239716,0.5946354166666666
1,1305031453.359684,uniform,,,layer1,light,4,0.0,1.6609768867492676,0.8157590721379013,0.2909941940653789,0.9931770833333333
1,1305031453.359684,uniform,,,layer1,light,5,0.0,3.24879789352417,0.18409913692535837,0.3014208098519414,0.50265625
1,1305031453.359684,uniform,,,layer1,light,6,0.0,2.8536124229431152,0.38879669189453125,0.3350330730155885,0.8866145833333333
1,1305031453.359684,uniform,,,layer1,light,7,0.0,2.9172282218933105,0.19436144009532352,0.3587176106144415,0.42770833333333336
1,1305031453.359684,uniform,,,layer1,light,8,0.0,3.965378761291504,1.1039393905400843,0.38119871342770284,0.9878125
1,1305031453.359684,uniform,,,layer1,light,9,0.0,2.262200355529785,0.07480014907447337,0.16494993835061256,0.3191145833333333
1,1305031453.359684,uniform,,,layer1,light,10,0.0,3.8777034282684326,0.6195739723512815,0.349951716654361,0.9973958333333334
1,1305031453.359684,uniform,,,layer1,light,11,0.0,3.950428009033203,0.7537292237007447,0.4491787494439206,0.94671875
1,1305031453.359684,uniform,,,layer1,light,12,0.0,3.848848819732666,0.23086501356555952,0.3252650745615346,0.58921875
1,1305031453.359684,uniform,,,layer1,light,13,0.0,1.9566748142242432,0.16018611209352682,0.27598803848754194,0.43552083333333336
1,1305031453.359684,uniform,,,layer1,light,14,0.0,3.3971240520477295,0.2952025314682093,0.3709228546907429,0.7582291666666666
1,1305031453.359684,uniform,,,layer1,light,15,0.0,3.617253303527832,0.25753169192296244,0.3745887304246361,0.6514583333333334
1,1305031453.359684,uniform,,,layer1,light,16,0.0,2.034475326538086,0.3815693572400293,0.28804091535704013,0.8184895833333333
1,1305031453.359684,uniform,,,layer1,light,17,0.0,3.4786505699157715,0.39565259431605077,0.41368325920201177,0.7116666666666667
1,1305031453.359684,uniform,,,layer1,light,18,0.0,2.2146871089935303,0.32784017010971334,0.38056870973260926,0.5890104166666666
1,1305031453.359684,uniform,,,layer1,light,19,0.0,3.788198232650757,0.3532372603104841,0.46880434061081133,0.72125
1,1305031453.359684,uniform,,,layer1,light,20,0.0,4.4504852294921875,0.24821258244275063,0.45464596308153765,0.4767708333333333
1,1305031453.359684,uniform,,,layer1,light,21,0.0,2.1011126041412354,0.8076120316489445,0.2741315334231964,0.9944270833333333
1,1305031453.359684,uniform,,,layer1,light,22,0.0,3.0483322143554688,0.5261908526199962,0.4025895021590674,0.8273958333333333
1,1305031453.359684,uniform,,,layer1,light,23,0.0,2.4879047870635986,0.4459457309881691,0.3512854186464259,0.8615104166666666
1,1305031453.359684,uniform,,,layer1,light,24,0.0,0.9899314045906067,0.0640714138285451,0.10484549410984789,0.43140625
1,1305031453.359684,uniform,,,layer1,light,25,0.0,2.49716854095459,0.6328642086471761,0.27420866652564235,0.9986979166666666
1,1305031453.359684,uniform,,,layer1,light,26,0.0,3.868521213531494,0.408983605021837,0.3814553438160396,0.8238020833333334
1,1305031453.359684,uniform,,,layer1,light,27,0.0,1.9304206371307373,0.41631749092569675,0.23758011413033095,0.9513020833333333
1,1305031453.359684,uniform,,,layer1,light,28,0.0,3.152561664581299,0.3943633241215321,0.38348091444373333,0.78171875
1,1305031453.359684,uniform,,,layer1,light,29,0.0,3.714597702026367,0.41981099630697144,0.44773918917974814,0.7535416666666667
1,1305031453.359684,uniform,,,layer1,light,30,0.0,3.347236156463623,0.7061602664494422,0.407436648410078,0.9258854166666667
